Facility_Name,Municipality,Confirmed_Resident_Cases,Confirmed_Staff_Cases,Confirmed_Resident_Deaths,Confirmed_Staff_Deaths,Reported_Date,County,Concluded_Date
Valley View Rehabilitation and Health care Center,Newton,3,0,1,0,5/9/2022,Sussex,6/6/2022
CSL Chelsea at Sparta,Sparta,6,7,0,0,5/9/2022,Sussex,11/4/2022
Bentley Assisted Living (Evermay at Branchville),Branchville,1,1,0,0,5/3/2022,Sussex,6/14/2022
Woodland Behavioral and Nursing Center (formerly Andover Subacute and Rehabilitation II),Andover Twp,0,18,0,0,4/18/2022,Sussex,8/31/2022
Westwind Manor,Franklin,2,0,0,0,4/11/2022,Sussex,5/11/2022
Complete Care at Barn Hill (formerly Barn Hill Care Center) §,Newton,48,37,4,0,4/4/2022,Sussex,11/22/2022
Westwind Manor,Franklin,2,0,0,0,3/10/2022,Sussex,4/7/2022
Mohawk Meadows,Andover Twp,2,0,1,0,3/7/2022,Sussex,4/7/2022
Valley View Rehabilitation and Health care Center,Newton,0,3,0,0,1/7/2022,Sussex,3/5/2022
Bentley Assisted Living (Evermay at Branchville),Branchville,8,5,0,0,1/3/2022,Sussex,4/6/2022
Westwind Manor,Franklin,1,9,0,0,1/3/2022,Sussex,2/16/2022
Mohawk Meadows,Andover Twp,30,25,3,0,12/27/2021,Sussex,2/22/2022
CSL Chelsea at Sparta,Sparta,1,11,0,0,11/19/2021,Sussex,2/15/2022
United Methodist Communities at Bristol Glen - AL and LTC,Newton,80,113,14,0,11/18/2021,Sussex,11/26/2022
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,62,59,4,0,11/12/2021,Sussex,3/9/2022
Westwind Manor,Franklin,3,0,0,0,10/15/2021,Sussex,11/18/2021
Bentley Assisted Living (Evermay at Branchville),Branchville,1,0,0,0,10/12/2021,Sussex,11/9/2021
Homestead Rehabilitation and Health Care Center,Frankford.,12,27,1,0,9/29/2021,Sussex,3/3/2022
Woodland Behavioral and Nursing Center (formerly Andover Subacute and Rehabilitation II),Andover Twp,250,146,16,0,9/28/2021,Sussex,2/27/2022
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,7,8,1,0,8/26/2021,Sussex,11/13/2021
United Methodist Communities at Bristol Glen,Newton,0,3,0,0,8/20/2021,Sussex,9/28/2021
Homestead Rehabilitation and Health Care Center,Frankford.,1,3,0,0,3/26/2021,Sussex,6/8/2021
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,0,8,0,0,3/19/2021,Sussex,5/10/2021
United Methodist Communities at Bristol Glen,Newton,1,4,0,0,3/11/2021,Sussex,5/18/2021
Homestead Rehabilitation and Health Care Center,Frankford.,3,12,0,0,11/9/2020,Sussex,2/19/2021
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,26,16,3,0,11/9/2020,Sussex,2/17/2021
CSL Chelsea at Sparta,Sparta,2,3,0,0,11/5/2020,Sussex,1/7/2021
United Methodist Communities at Bristol Glen,Newton,35,37,3,0,10/15/2020,Sussex,2/17/2021
Mohawk Meadows,Andover Twp,16,25,2,0,10/3/2020,Sussex,5/10/2021
Valley View Rehabilitation and Health care Center,Newton,1,5,0,0,9/30/2020,Sussex,2/8/2021
Woodland Behavioral and Nursing Center (formerly Andover Subacute and Rehabilitation II),Andover Twp,36,56,8,0,9/13/2020,Sussex,6/14/2021
United Methodist Communities at Bristol Glen,Newton,0,9,0,0,8/22/2020,Sussex,9/25/2020
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,0,1,0,0,7/15/2020,Sussex,8/7/2020
United Methodist Communities at Bristol Glen,Newton,0,1,0,0,7/15/2020,Sussex,8/9/2020
United Methodist Communities at Bristol Glen - AL and LTC,Newton,1,6,0,0,6/1/2020,Sussex,8/9/2020
United Methodist Communities at Bristol Glen,Newton,0,10,0,0,5/28/2020,Sussex,7/15/2020
Mohawk Meadows,Andover Twp,34,26,17,1,4/3/2020,Sussex,7/31/2020
Complete Care at Barn Hill (formerly Barn Hill Care Center),Newton,5,11,2,1,3/31/2020,Sussex,7/15/2020
Homestead Rehabilitation and Health Care Center,Frankford.,58,11,19,0,3/30/2020,Sussex,7/29/2020
Woodland Behavioral and Nursing Center (formerly Andover Subacute and Rehabilitation II),Andover Twp,146,89,66,1,3/30/2020,Sussex,9/2/2020
Valley View Rehabilitation and Health care Center,Newton,16,12,8,1,3/18/2020,Sussex,10/1/2020
Complete Care at Clark (formerly Clark Nursing and Rehab),Clark,5,0,0,0,4/17/2025,Union,5/12/2025
Spring Grove Rehabilitation and Health Care Center,New Providence,5,0,1,0,4/9/2025,Union,5/7/2025
The Woodlands,Plainfield,2,0,0,0,4/8/2025,Union,5/2/2025
South Mountain Rehab and LTC,Union,18,4,1,0,3/17/2025,Union,5/1/2025
Sunrise of Westfield,Westfield,5,4,0,0,3/11/2025,Union,4/24/2025
Brandywine AL of Summit (formerly Spring Meadows Summit),Summit,3,0,0,0,2/11/2025,Union,3/17/2025
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center),Cranford,3,0,0,0,2/11/2025,Union,3/18/2025
AristaCare at Parkside (formerly Aristacare at Delaire),Linden,20,5,0,0,2/4/2025,Union,3/13/2025
Children's Specialized Hospital Mountainside,Mountainside,2,0,0,0,1/31/2025,Union,3/3/2025
Sunrise of Summit,Summit,3,5,0,0,1/29/2025,Union,3/11/2025
Ashbrook Care and Rehabilitation Center,Scotch Plains,2,0,0,0,1/28/2025,Union,3/3/2025
AristaCare at Norwood Terrace,Plainfield,7,1,0,0,1/15/2025,Union,3/11/2025
Complete Care at Clark (formerly Clark Nursing and Rehab),Clark,7,0,0,0,12/18/2024,Union,1/28/2025
Brighton Gardens at Mountainside,Mountainside,3,0,0,0,12/12/2024,Union,1/8/2025
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center),Cranford,2,1,1,0,12/10/2024,Union,1/8/2025
Elmora Hills Healthcare and Rehabilitation Center,Elizabeth,8,0,0,0,12/4/2024,Union,1/8/2025
South Mountain Rehab and LTC §,Union,19,6,0,0,11/7/2024,Union,2/25/2025
Elmora Hills Healthcare and Rehabilitation Center,Elizabeth,3,0,0,0,10/25/2024,Union,11/29/2024
Ashbrook Care and Rehabilitation Center,Scotch Plains,41,9,0,0,10/16/2024,Union,12/10/2024
The Woodlands,Plainfield,3,1,0,0,10/1/2024,Union,11/4/2024
Mira Vie at Fanwood,Fanwood,12,1,0,0,9/23/2024,Union,10/31/2024
Brighton Gardens at Mountainside,Mountainside,5,2,0,0,9/19/2024,Union,10/24/2024
South Mountain Rehab and LTC,Union,1,2,0,0,9/16/2024,Union,10/21/2024
Brandywine AL of Summit (formerly Spring Meadows Summit),Summit,2,0,0,0,9/5/2024,Union,9/30/2024
Complete Care at Westfield (formerly Westfield Center),Westfield,2,1,0,0,8/30/2024,Union,9/27/2024
Brother Bonaventure Care Center,Elizabeth,7,1,0,0,8/29/2024,Union,10/10/2024
Arbor Terrace Mountainside,Mountainside,20,0,0,0,8/23/2024,Union,9/25/2024
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center),Cranford,26,4,1,0,8/22/2024,Union,10/10/2024
Runnells Center for Rehabilitation and Healthcare,Berkeley Heights,14,6,0,0,8/16/2024,Union,10/9/2024
Spring Grove Rehabilitation and Health Care Center,New Providence,16,4,0,0,8/13/2024,Union,9/17/2024
Amber Court of Elizabeth,Elizabeth,19,3,0,0,8/7/2024,Union,10/2/2024
Children's Specialized Hospital Mountainside,Mountainside,1,4,0,0,8/6/2024,Union,9/3/2024
Mountainside Skilled Nursing and Rehab,Mountainside,15,6,0,0,7/8/2024,Union,10/8/2024
Spring Grove Rehabilitation and Health Care Center,New Providence,5,1,0,0,6/24/2024,Union,7/25/2024
Complete Care at Westfield (formerly Westfield Center),Westfield,13,1,0,0,6/13/2024,Union,7/31/2024
Autumn Lake at Berkeley Heights,Berkeley Heights,2,0,0,0,5/28/2024,Union,6/26/2024
Cranford Park Rehabilitation & Healthcare Center,Cranford,6,3,0,0,5/9/2024,Union,6/11/2024
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center),Cranford,11,1,0,0,3/28/2024,Union,5/15/2024
Sunrise of Summit,Summit,2,0,0,0,3/18/2024,Union,4/16/2024
Spring Grove Rehabilitation and Health Care Center,New Providence,1,1,0,0,3/12/2024,Union,4/8/2024
Lantern Hill,New Providence,4,0,0,0,3/4/2024,Union,4/8/2024
Elmora Hills Healthcare and Rehabilitation Center,Elizabeth,6,0,0,0,2/27/2024,Union,4/9/2024
The Woodlands,Plainfield,23,3,1,0,2/27/2024,Union,4/5/2024
AristaCare at Parkside (formerly Aristacare at Delaire),Linden,9,0,0,0,2/22/2024,Union,4/2/2024
Complete Care at Clark (formerly Clark Nursing and Rehab),Clark,1,0,0,0,2/9/2024,Union,2/27/2024
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center),Cranford,6,0,0,0,1/25/2024,Union,3/6/2024
Elizabeth Nursing and Rehab,Elizabeth,6,6,0,0,1/24/2024,Union,3/1/2024
Atria Cranford,Cranford,3,0,0,0,1/24/2024,Union,3/8/2024
Arbor Terrace Mountainside,Mountainside,5,0,1,0,1/16/2024,Union,2/14/2024
Children's Specialized Hospital Mountainside,Mountainside,2,3,0,0,1/10/2024,Union,2/13/2024
Autumn Lake at Berkeley Heights,Berkeley Heights,31,11,0,0,1/10/2024,Union,3/27/2024
Complete Care at Plainfield (formerly JFK Hartwyck at Cedar Brook),Plainfield,10,1,0,0,1/8/2024,Union,2/14/2024
Runnells Center for Rehabilitation and Healthcare §,Berkeley Heights,2,0,0,0,1/8/2024,Union,2/5/2024
AristaCare at Norwood Terrace,Plainfield,6,18,0,0,1/8/2024,Union,4/5/2024
Ashbrook Care and Rehabilitation Center,Scotch Plains,16,7,0,0,1/5/2024,Union,2/23/2024
Cranford Park Rehabilitation & Healthcare Center,Cranford,1,0,0,0,1/5/2024,Union,1/31/2024
Mira Vie at Fanwood,Fanwood,1,0,0,0,1/4/2024,Union,1/25/2024
Lantern Hill,New Providence,34,16,2,0,1/3/2024,Union,2/20/2024
The Woodlands,Plainfield,4,0,1,0,1/2/2024,Union,1/30/2024
Brother Bonaventure Care Center,Elizabeth,54,16,1,0,12/29/2023,Union,4/5/2024
Spring Grove Rehabilitation and Health Care Center,New Providence,26,2,1,0,12/28/2023,Union,3/1/2024
Sunrise of Westfield §,Westfield,26,10,0,0,12/19/2023,Union,3/7/2024
South Mountain Rehab and LTC,Union,17,5,0,0,12/19/2023,Union,2/27/2024
Amber Court of Elizabeth,Elizabeth,14,4,0,0,12/18/2023,Union,2/23/2024
Elmora Hills Healthcare and Rehabilitation Center §,Elizabeth,12,1,0,0,12/15/2023,Union,2/2/2024
Plaza Healthcare and Rehabilitation Center,Elizabeth,27,5,0,0,12/14/2023,Union,2/23/2024
Ashbrook Care and Rehabilitation Center,Scotch Plains,0,3,0,0,12/8/2023,Union,12/8/2023
Mountainside Skilled Nursing and Rehab §,Mountainside,4,5,0,0,12/6/2023,Union,1/22/2024
Sunrise of Summit §,Summit,26,3,0,0,12/4/2023,Union,2/16/2024
Complete Care at Plainfield (formerly JFK Hartwyck at Cedar Brook),Plainfield,2,0,0,0,12/1/2023,Union,1/2/2024
Brighton Gardens at Mountainside §,Mountainside,41,3,0,0,11/30/2023,Union,3/1/2024
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center),Cranford,5,0,0,0,11/29/2023,Union,1/5/2024
Complete Care at Westfield (formerly Westfield Center),Westfield,28,7,0,0,11/28/2023,Union,2/13/2024
AristaCare at Norwood Terrace,Plainfield,3,4,0,0,11/19/2023,Union,1/2/2024
Adroit Care Rehabilitation and Nursing Center (Formerly Alaris Health at Riverton),Rahway,20,9,0,0,11/13/2023,Union,12/26/2023
Cornell Care & Rehabilitation Center,Union,31,4,0,0,11/5/2023,Union,2/16/2024
Runnells Center for Rehabilitation and Healthcare,Berkeley Heights,0,3,0,0,10/20/2023,Union,10/26/2023
Spring Grove Rehabilitation and Health Care Center,New Providence,22,7,1,0,10/19/2023,Union,12/11/2023
Mira Vie at Fanwood,Fanwood,11,0,1,0,10/18/2023,Union,11/28/2023
Complete Care at Clark (formerly Clark Nursing and Rehab),Clark,14,4,0,0,10/16/2023,Union,11/16/2023
Arbor Terrace Mountainside §,Mountainside,3,1,0,0,10/4/2023,Union,11/17/2023
The Woodlands,Plainfield,40,4,0,0,10/2/2023,Union,11/17/2023
AristaCare at Parkside (formerly Aristacare at Delaire),Linden,35,7,2,0,10/2/2023,Union,11/17/2023
Amber Court of Elizabeth,Elizabeth,2,4,0,0,10/2/2023,Union,11/13/2023
Brandywine AL of Summit (formerly Spring Meadows Summit),Summit,10,5,1,0,10/2/2023,Union,12/7/2023
Lantern Hill,New Providence,0,7,0,0,9/28/2023,Union,10/31/2023
Cornell Care & Rehabilitation Center,Union,7,0,0,0,9/15/2023,Union,10/24/2023
Mira Vie at Fanwood,Fanwood,1,0,0,0,9/14/2023,Union,10/11/2023
South Mountain Rehab and LTC,Union,21,10,2,0,9/13/2023,Union,11/17/2023
AristaCare at Norwood Terrace,Plainfield,14,10,0,0,9/6/2023,Union,11/13/2023
Complete Care at Plainfield (formerly JFK Hartwyck at Cedar Brook),Plainfield,32,6,0,0,8/31/2023,Union,10/27/2023
Brother Bonaventure Care Center,Elizabeth,12,9,0,0,8/21/2023,Union,10/27/2023
Cranford Park Rehabilitation & Healthcare Center,Cranford,1,0,0,0,8/16/2023,Union,9/12/2023
Elmora Hills Healthcare and Rehabilitation Center,Elizabeth,14,1,0,0,8/14/2023,Union,9/15/2023
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center),Cranford,54,6,1,0,8/10/2023,Union,9/26/2023
Lantern Hill,New Providence,1,0,0,0,8/4/2023,Union,9/5/2023
Elizabeth Nursing and Rehab,Elizabeth,23,6,0,0,8/4/2023,Union,9/8/2023
Spring Grove Rehabilitation and Health Care Center,New Providence,14,5,0,0,7/24/2023,Union,9/14/2023
Runnells Center for Rehabilitation and Healthcare,Berkeley Heights,14,8,0,0,7/18/2023,Union,10/24/2023
Complete Care at Westfield (formerly Westfield Center) §,Westfield,0,6,0,0,7/17/2023,Union,8/18/2023
Sunrise of Westfield,Westfield,4,4,0,0,7/13/2023,Union,8/29/2023
Brighton Gardens at Mountainside,Mountainside,2,2,0,0,7/6/2023,Union,8/4/2023
Complete Care at Clark (formerly Clark Nursing and Rehab),Clark,3,0,0,0,7/5/2023,Union,8/23/2023
Mira Vie at Fanwood,Fanwood,4,1,0,0,6/1/2023,Union,7/7/2023
AristaCare at Parkside (formerly Aristacare at Delaire),Linden,4,7,0,0,5/30/2023,Union,7/11/2023
Cornell Care & Rehabilitation Center,Union,31,6,0,0,5/30/2023,Union,7/17/2023
The Woodlands,Plainfield,32,6,0,0,5/25/2023,Union,7/17/2023
Mountainside Skilled Nursing and Rehab,Mountainside,1,0,0,0,5/24/2023,Union,6/19/2023
Complete Care at Westfield (formerly Westfield Center),Westfield,3,0,0,0,5/23/2023,Union,6/27/2023
South Mountain Rehab and LTC §,Union,4,2,0,0,5/17/2023,Union,7/11/2023
Adroit Care Rehabilitation and Nursing Center (Formerly Alaris Health at Riverton) §,Rahway,15,2,0,0,4/12/2023,Union,6/6/2023
Brighton Gardens at Mountainside,Mountainside,6,0,0,0,4/6/2023,Union,5/2/2023
Plaza Healthcare and Rehabilitation Center,Elizabeth,4,2,0,0,3/20/2023,Union,5/4/2023
Elmora Hills Healthcare and Rehabilitation Center §,Elizabeth,17,2,0,0,3/17/2023,Union,5/5/2023
Sunrise of Westfield,Westfield,2,2,0,0,3/3/2023,Union,4/4/2023
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center),Cranford,2,0,0,0,2/27/2023,Union,4/18/2023
Arbor Terrace Mountainside,Mountainside,1,0,0,0,2/21/2023,Union,3/15/2023
Lantern Hill,New Providence,4,3,1,0,2/15/2023,Union,4/6/2023
Spring Grove Rehabilitation and Health Care Center,New Providence,4,1,0,0,2/3/2023,Union,3/13/2023
AristaCare at Norwood Terrace,Plainfield,21,3,0,0,1/31/2023,Union,3/22/2023
Complete Care at Plainfield (formerly JFK Hartwyck at Cedar Brook),Plainfield,1,0,0,0,1/31/2023,Union,2/3/2023
The Woodlands,Plainfield,1,3,0,0,1/30/2023,Union,2/24/2023
Brighton Gardens at Mountainside,Mountainside,19,3,0,0,1/17/2023,Union,2/16/2023
AristaCare at Parkside (formerly Aristacare at Delaire),Linden,28,10,0,0,1/16/2023,Union,3/22/2023
Complete Care at Clark (formerly Clark Nursing and Rehab) §,Clark,26,3,0,0,1/5/2023,Union,3/24/2023
Ashbrook Care and Rehabilitation Center,Scotch Plains,38,21,2,0,12/29/2022,Union,3/15/2023
Children's Specialized Hospital Mountainside,Mountainside,1,1,0,0,12/13/2022,Union,1/20/2023
Arbor Terrace Mountainside,Mountainside,10,2,0,0,12/11/2022,Union,1/20/2023
Mountainside Skilled Nursing and Rehab,Mountainside,13,16,1,0,12/5/2022,Union,3/9/2023
Autumn Lake at Berkeley Heights,Berkeley Heights,12,8,0,0,11/30/2022,Union,3/28/2023
Mira Vie at Fanwood,Fanwood,15,7,1,0,11/28/2022,Union,3/2/2023
Brother Bonaventure Care Center §,Elizabeth,27,13,1,0,11/23/2022,Union,3/16/2023
Plaza Healthcare and Rehabilitation Center,Elizabeth,6,9,1,0,11/22/2022,Union,1/26/2023
Spring Grove Rehabilitation and Health Care Center,New Providence,34,4,0,0,11/19/2022,Union,1/10/2023
Sunrise of Summit §,Summit,11,7,0,0,11/16/2022,Union,3/22/2023
Adroit Care Rehabilitation and Nursing Center (Formerly Alaris Health at Riverton),Rahway,28,7,1,0,11/16/2022,Union,2/3/2023
Cranford Park Rehabilitation & Healthcare Center,Cranford,24,18,0,0,11/10/2022,Union,3/8/2023
Elizabeth Nursing and Rehab,Elizabeth,13,5,0,0,11/7/2022,Union,1/30/2023
Runnells Center for Rehabilitation and Healthcare,Berkeley Heights,20,22,0,0,11/7/2022,Union,3/28/2023
Complete Care at Westfield (formerly Westfield Center),Westfield,57,33,0,0,11/7/2022,Union,3/31/2023
Complete Care at Clark (formerly Clark Nursing and Rehab),Clark,10,0,0,0,11/1/2022,Union,11/30/2022
Lantern Hill,New Providence,25,21,1,0,10/31/2022,Union,2/14/2023
Cornell Care & Rehabilitation Center,Union,28,7,0,0,10/28/2022,Union,2/24/2023
Mountainside Skilled Nursing and Rehab,Mountainside,4,2,1,0,10/13/2022,Union,11/18/2022
Autumn Lake at Berkeley Heights,Berkeley Heights,1,1,0,0,10/13/2022,Union,11/15/2022
Arbor Terrace Mountainside,Mountainside,10,2,1,0,10/7/2022,Union,11/15/2022
Elmora Hills Healthcare and Rehabilitation Center,Elizabeth,14,5,0,0,10/7/2022,Union,2/28/2023
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center) §,Cranford,47,8,4,0,10/7/2022,Union,2/27/2023
Sunrise of Westfield,Westfield,16,15,0,0,10/5/2022,Union,3/6/2023
Care Connection Rahway,Rahway,20,5,1,0,10/3/2022,Union,4/5/2023
Ashbrook Care and Rehabilitation Center,Scotch Plains,29,9,2,0,9/30/2022,Union,11/3/2022
Spring Grove Rehabilitation and Health Care Center,New Providence,3,1,0,0,9/28/2022,Union,11/23/2022
Elizabeth Nursing and Rehab,Elizabeth,1,1,0,0,9/23/2022,Union,10/26/2022
AristaCare at Parkside (formerly Aristacare at Delaire),Linden,86,21,1,0,9/20/2022,Union,11/17/2022
Adroit Care Rehabilitation and Nursing Center (Formerly Alaris Health at Riverton),Rahway,1,5,0,0,9/19/2022,Union,11/9/2022
Amber Court of Elizabeth,Elizabeth,45,15,0,0,9/13/2022,Union,3/23/2023
Autumn Lake at Berkeley Heights,Berkeley Heights,21,2,0,0,8/22/2022,Union,10/7/2022
Cornell Care & Rehabilitation Center,Union,0,3,0,0,7/29/2022,Union,10/7/2022
Complete Care at Clark (formerly Clark Nursing and Rehab) §,Clark,27,5,0,0,7/28/2022,Union,10/12/2022
South Mountain Rehab and LTC,Union,110,57,1,0,7/14/2022,Union,3/28/2023
Birchwood Rehabilitation & Healthcare Center (formerly Cranford Rehab & Nursing Center),Cranford,1,0,0,0,7/11/2022,Union,8/4/2022
Arbor Terrace Mountainside,Mountainside,9,1,0,0,7/11/2022,Union,8/23/2022
Adroit Care Rehabilitation and Nursing Center (Formerly Alaris Health at Riverton) §,Rahway,0,11,0,0,7/11/2022,Union,10/5/2022
Elizabeth Nursing and Rehab,Elizabeth,8,1,0,0,7/8/2022,Union,9/1/2022
Sunrise of Westfield,Westfield,13,4,0,0,7/7/2022,Union,9/6/2022
Complete Care at Plainfield (formerly JFK Hartwyck at Cedar Brook),Plainfield,41,18,0,0,7/7/2022,Union,1/19/2023
AristaCare at Parkside (formerly Aristacare at Delaire),Linden,0,13,0,0,6/29/2022,Union,9/9/2022
Brighton Gardens at Mountainside,Mountainside,21,2,0,0,6/17/2022,Union,9/9/2022
Brother Bonaventure Care Center,Elizabeth,46,15,3,0,5/31/2022,Union,12/27/2022
Cornell Care & Rehabilitation Center,Union,17,3,0,0,5/27/2022,Union,7/28/2022
Arbor Terrace Mountainside,Mountainside,0,2,0,0,5/23/2022,Union,6/20/2022
Mira Vie at Fanwood,Fanwood,10,9,3,0,5/23/2022,Union,9/20/2022
Elmora Hills Healthcare and Rehabilitation Center,Elizabeth,4,2,0,0,5/20/2022,Union,8/5/2022
Care Connection Rahway §,Rahway,14,5,0,0,5/19/2022,Union,9/22/2022
South Mountain Rehab and LTC,Union,1,5,0,0,5/17/2022,Union,7/14/2022
Autumn Lake at Berkeley Heights,Berkeley Heights,0,5,0,0,5/16/2022,Union,6/16/2022
Sunrise of Westfield,Westfield,1,5,0,0,5/13/2022,Union,7/11/2022
Brighton Gardens at Mountainside,Mountainside,14,4,0,0,5/11/2022,Union,6/22/2022
Sunrise of Summit,Summit,23,13,0,0,5/10/2022,Union,10/12/2022
The Woodlands,Plainfield,6,7,0,0,5/10/2022,Union,10/7/2022
Complete Care at Clark (formerly Clark Nursing and Rehab) §,Clark,3,7,0,0,5/7/2022,Union,7/27/2022
Ashbrook Care and Rehabilitation Center,Scotch Plains,25,10,2,0,5/5/2022,Union,7/7/2022
Cranford Park Rehabilitation & Healthcare Center,Cranford,27,10,0,0,5/2/2022,Union,7/28/2022
Spring Grove Rehabilitation and Health Care Center,New Providence,28,9,0,0,4/28/2022,Union,7/11/2022
Plaza Healthcare and Rehabilitation Center,Elizabeth,0,3,0,0,4/26/2022,Union,5/25/2022
Runnells Center for Rehabilitation and Healthcare,Berkeley Heights,40,20,5,0,4/22/2022,Union,10/7/2022
AristaCare at Norwood Terrace,Plainfield,26,12,0,0,4/20/2022,Union,6/9/2022
Mountainside Skilled Nursing and Rehab,Mountainside,60,35,4,0,4/18/2022,Union,9/9/2022
Complete Care at Westfield (formerly Westfield Center),Westfield,36,20,0,0,4/15/2022,Union,10/26/2022
Atria Cranford,Cranford,32,4,0,0,4/11/2022,Union,5/17/2022
Lantern Hill,New Providence,14,20,0,0,4/7/2022,Union,10/28/2022
Children's Specialized Hospital Mountainside,Mountainside,7,28,0,0,4/5/2022,Union,11/2/2022
Arbor Terrace Mountainside,Mountainside,1,0,0,0,2/25/2022,Union,3/8/2022
Complete Care at Clark (formerly Clark Nursing and Rehab),Clark,22,21,1,0,1/12/2022,Union,3/11/2022
Cornell Care & Rehabilitation Center,Union,16,17,0,0,1/6/2022,Union,3/7/2022
The Woodlands,Plainfield,32,24,1,0,1/5/2022,Union,3/9/2022
AristaCare at Norwood Terrace,Plainfield,18,19,0,0,1/4/2022,Union,4/4/2022
Brighton Gardens at Mountainside,Mountainside,24,24,1,0,1/4/2022,Union,3/11/2022
Spring Grove Rehabilitation and Health Care Center,New Providence,7,11,0,0,12/29/2021,Union,3/1/2022
South Mountain Rehab and LTC,Union,17,26,0,0,12/29/2021,Union,3/11/2022
Adroit Care Rehabilitation and Nursing Center (Formerly Alaris Health at Riverton),Rahway,4,15,1,0,12/29/2021,Union,3/28/2022
Ashbrook Care and Rehabilitation Center,Scotch Plains,20,17,0,0,12/29/2021,Union,3/15/2022
Elizabeth Nursing and Rehab,Elizabeth,31,18,0,0,12/29/2021,Union,4/20/2022
Atria Cranford,Cranford,55,18,1,0,12/28/2021,Union,3/22/2022
Brother Bonaventure Care Center,Elizabeth,0,7,0,0,12/28/2021,Union,2/16/2022
